Factories	3
Families	20
Machines	6
SetupType	2

Number of Jobs in each Family
1	9	10	5	9	5	3	4	5	5	7	9	3	9	1	5	1	2	7	3	

Jobs in each Family
0	
1	2	3	4	5	6	7	8	9	
10	11	12	13	14	15	16	17	18	19	
20	21	22	23	24	
25	26	27	28	29	30	31	32	33	
34	35	36	37	38	
39	40	41	
42	43	44	45	
46	47	48	49	50	
51	52	53	54	55	
56	57	58	59	60	61	62	
63	64	65	66	67	68	69	70	71	
72	73	74	
75	76	77	78	79	80	81	82	83	
84	
85	86	87	88	89	
90	
91	92	
93	94	95	96	97	98	99	
100	101	102	

Total number of jobs
103

Processing times of jobs
1	10	6	9	1	4	
8	7	4	5	1	2	
5	2	2	2	6	1	
8	2	10	3	1	7	
1	7	6	2	10	7	
3	5	7	9	4	9	
9	3	10	9	8	2	
3	2	4	1	5	3	
4	3	7	4	4	10	
2	5	3	9	8	3	
3	9	9	7	10	5	
9	3	3	7	4	6	
4	7	7	4	6	4	
8	4	1	6	1	9	
3	5	9	7	9	4	
4	6	6	10	5	7	
1	4	6	8	3	4	
4	7	4	6	10	5	
9	5	8	9	7	8	
8	8	9	6	5	6	
1	5	3	6	1	4	
2	1	5	2	8	3	
9	8	9	8	8	10	
3	5	5	2	6	10	
9	1	5	9	6	3	
10	5	3	5	4	8	
8	5	8	7	10	6	
10	4	10	6	6	6	
6	10	5	8	8	3	
3	8	5	6	3	10	
4	7	1	8	7	3	
1	6	4	8	5	5	
1	2	5	8	7	8	
2	10	10	6	9	4	
1	1	2	10	7	6	
3	10	9	4	7	6	
5	1	9	9	8	8	
4	4	10	7	9	2	
8	10	2	2	1	2	
4	4	10	9	3	5	
9	3	8	8	1	9	
4	9	8	9	2	4	
2	10	10	7	5	1	
7	2	8	9	8	8	
7	6	7	6	10	1	
1	3	3	1	5	9	
5	8	2	4	2	2	
4	5	1	7	3	4	
10	8	5	9	3	3	
3	8	9	9	10	10	
6	7	8	6	7	10	
3	7	9	5	2	4	
2	6	6	8	9	2	
1	10	9	7	5	3	
3	1	3	10	8	7	
4	9	2	6	8	5	
5	6	1	4	9	9	
9	2	7	7	9	4	
2	4	7	10	9	10	
8	5	6	5	4	1	
4	8	9	8	6	6	
9	5	7	9	7	2	
3	4	7	8	5	6	
7	4	6	2	5	2	
2	1	7	8	6	7	
9	4	9	7	9	3	
4	3	3	3	5	9	
4	3	9	8	8	10	
6	9	5	1	3	3	
2	9	3	3	4	8	
7	2	9	2	9	7	
5	5	8	2	9	9	
10	2	8	9	4	6	
3	6	4	1	1	2	
3	5	7	1	8	2	
1	6	3	8	9	6	
4	10	4	1	1	10	
4	7	4	2	3	7	
9	9	4	6	3	6	
7	7	9	4	3	9	
10	10	7	10	1	7	
8	10	9	8	8	3	
4	10	7	3	5	5	
10	2	8	1	6	6	
8	8	6	8	5	7	
5	10	3	6	2	9	
9	4	4	2	5	9	
4	3	3	6	4	3	
7	4	6	9	6	4	
4	1	5	10	5	4	
4	4	8	10	1	10	
7	8	8	7	9	6	
10	2	6	4	7	4	
8	1	10	6	9	10	
5	2	1	2	5	6	
7	2	7	5	1	10	
1	3	3	7	9	10	
10	1	9	6	1	7	
8	4	8	1	3	3	
8	4	5	5	6	2	
4	10	9	10	10	3	
